忍阶等级,忍阶名称,升级需要声望,每日扣除声望,银币奖励,奥义奖励,单场胜利所得声望,斗技场失败系数,每日获得声望,当前天数,当前总奥义,Unnamed: 11,竞技场排名,每日声望奖励,Unnamed: 14,调试数值,Unnamed: 16
,,,,,,,,,,,,1278,3668,,,
,,,,,,,,,,,,1279,3668,,,
,,,,,,,,,,,,1280,3667,,,
,,,,,,,,,,,,1281,3667,,,
,,,,,,,,,,,,1282,3666,,,
,,,,,,,,,,,,1283,3666,,,
,,,,,,,,,,,,1284,3666,,,
,,,,,,,,,,,,1285,3665,,,
,,,,,,,,,,,,1286,3665,,,
,,,,,,,,,,,,1287,3664,,,
,,,,,,,,,,,,1288,3664,,,
,,,,,,,,,,,,1289,3664,,,
,,,,,,,,,,,,1290,3663,,,
,,,,,,,,,,,,1291,3663,,,
,,,,,,,,,,,,1292,3662,,,
,,,,,,,,,,,,1293,3662,,,
,,,,,,,,,,,,1294,3662,,,
,,,,,,,,,,,,1295,3661,,,
,,,,,,,,,,,,1296,3661,,,
,,,,,,,,,,,,1297,3660,,,
,,,,,,,,,,,,1298,3660,,,
,,,,,,,,,,,,1299,3660,,,
,,,,,,,,,,,,1300,3659,,,
,,,,,,,,,,,,1301,3659,,,
,,,,,,,,,,,,1302,3658,,,
,,,,,,,,,,,,1303,3658,,,
,,,,,,,,,,,,1304,3658,,,
,,,,,,,,,,,,1305,3657,,,
,,,,,,,,,,,,1306,3657,,,
,,,,,,,,,,,,1307,3656,,,
,,,,,,,,,,,,1308,3656,,,
,,,,,,,,,,,,1309,3656,,,
,,,,,,,,,,,,1310,3655,,,
,,,,,,,,,,,,1311,3655,,,
,,,,,,,,,,,,1312,3654,,,
,,,,,,,,,,,,1313,3654,,,
,,,,,,,,,,,,1314,3654,,,
,,,,,,,,,,,,1315,3653,,,
,,,,,,,,,,,,1316,3653,,,
,,,,,,,,,,,,1317,3652,,,
,,,,,,,,,,,,1318,3652,,,
,,,,,,,,,,,,1319,3652,,,
,,,,,,,,,,,,1320,3651,,,
,,,,,,,,,,,,1321,3651,,,
,,,,,,,,,,,,1322,3650,,,
,,,,,,,,,,,,1323,3650,,,
,,,,,,,,,,,,1324,3650,,,
,,,,,,,,,,,,1325,3649,,,
,,,,,,,,,,,,1326,3649,,,
,,,,,,,,,,,,1327,3648,,,
,,,,,,,,,,,,1328,3648,,,
,,,,,,,,,,,,1329,3648,,,
,,,,,,,,,,,,1330,3647,,,
,,,,,,,,,,,,1331,3647,,,
,,,,,,,,,,,,1332,3646,,,
,,,,,,,,,,,,1333,3646,,,
,,,,,,,,,,,,1334,3646,,,
,,,,,,,,,,,,1335,3645,,,
,,,,,,,,,,,,1336,3645,,,
,,,,,,,,,,,,1337,3644,,,
,,,,,,,,,,,,1338,3644,,,
,,,,,,,,,,,,1339,3644,,,
,,,,,,,,,,,,1340,3643,,,
,,,,,,,,,,,,1341,3643,,,
,,,,,,,,,,,,1342,3642,,,
,,,,,,,,,,,,1343,3642,,,
,,,,,,,,,,,,1344,3642,,,
,,,,,,,,,,,,1345,3641,,,
,,,,,,,,,,,,1346,3641,,,
,,,,,,,,,,,,1347,3640,,,
,,,,,,,,,,,,1348,3640,,,
,,,,,,,,,,,,1349,3640,,,
,,,,,,,,,,,,1350,3639,,,
,,,,,,,,,,,,1351,3639,,,
,,,,,,,,,,,,1352,3638,,,
,,,,,,,,,,,,1353,3638,,,
,,,,,,,,,,,,1354,3638,,,
,,,,,,,,,,,,1355,3637,,,
,,,,,,,,,,,,1356,3637,,,
,,,,,,,,,,,,1357,3636,,,
,,,,,,,,,,,,1358,3636,,,
,,,,,,,,,,,,1359,3636,,,
,,,,,,,,,,,,1360,3635,,,
,,,,,,,,,,,,1361,3635,,,
,,,,,,,,,,,,1362,3634,,,
,,,,,,,,,,,,1363,3634,,,
,,,,,,,,,,,,1364,3634,,,
,,,,,,,,,,,,1365,3633,,,
,,,,,,,,,,,,1366,3633,,,
,,,,,,,,,,,,1367,3632,,,
,,,,,,,,,,,,1368,3632,,,
,,,,,,,,,,,,1369,3632,,,
,,,,,,,,,,,,1370,3631,,,
,,,,,,,,,,,,1371,3631,,,
,,,,,,,,,,,,1372,3630,,,
,,,,,,,,,,,,1373,3630,,,
,,,,,,,,,,,,1374,3630,,,
,,,,,,,,,,,,1375,3629,,,
,,,,,,,,,,,,1376,3629,,,
,,,,,,,,,,,,1377,3628,,,
,,,,,,,,,,,,1378,3628,,,
,,,,,,,,,,,,1379,3628,,,
,,,,,,,,,,,,1380,3627,,,
,,,,,,,,,,,,1381,3627,,,
,,,,,,,,,,,,1382,3626,,,
,,,,,,,,,,,,1383,3626,,,
,,,,,,,,,,,,1384,3626,,,
,,,,,,,,,,,,1385,3625,,,
,,,,,,,,,,,,1386,3625,,,
,,,,,,,,,,,,1387,3624,,,
,,,,,,,,,,,,1388,3624,,,
,,,,,,,,,,,,1389,3624,,,
,,,,,,,,,,,,1390,3623,,,
,,,,,,,,,,,,1391,3623,,,
,,,,,,,,,,,,1392,3622,,,
,,,,,,,,,,,,1393,3622,,,
,,,,,,,,,,,,1394,3622,,,
,,,,,,,,,,,,1395,3621,,,
,,,,,,,,,,,,1396,3621,,,
,,,,,,,,,,,,1397,3620,,,
,,,,,,,,,,,,1398,3620,,,
,,,,,,,,,,,,1399,3620,,,
,,,,,,,,,,,,1400,3619,,,
,,,,,,,,,,,,1401,3619,,,
,,,,,,,,,,,,1402,3618,,,
,,,,,,,,,,,,1403,3618,,,
,,,,,,,,,,,,1404,3618,,,
,,,,,,,,,,,,1405,3617,,,
,,,,,,,,,,,,1406,3617,,,
,,,,,,,,,,,,1407,3616,,,
,,,,,,,,,,,,1408,3616,,,
,,,,,,,,,,,,1409,3616,,,
,,,,,,,,,,,,1410,3615,,,
,,,,,,,,,,,,1411,3615,,,
,,,,,,,,,,,,1412,3614,,,
,,,,,,,,,,,,1413,3614,,,
,,,,,,,,,,,,1414,3614,,,
,,,,,,,,,,,,1415,3613,,,
,,,,,,,,,,,,1416,3613,,,
,,,,,,,,,,,,1417,3612,,,
,,,,,,,,,,,,1418,3612,,,
,,,,,,,,,,,,1419,3612,,,
,,,,,,,,,,,,1420,3611,,,
,,,,,,,,,,,,1421,3611,,,
,,,,,,,,,,,,1422,3610,,,
,,,,,,,,,,,,1423,3610,,,
,,,,,,,,,,,,1424,3610,,,
,,,,,,,,,,,,1425,3609,,,
,,,,,,,,,,,,1426,3609,,,
,,,,,,,,,,,,1427,3608,,,
,,,,,,,,,,,,1428,3608,,,
,,,,,,,,,,,,1429,3608,,,
,,,,,,,,,,,,1430,3607,,,
,,,,,,,,,,,,1431,3607,,,
,,,,,,,,,,,,1432,3606,,,
,,,,,,,,,,,,1433,3606,,,
,,,,,,,,,,,,1434,3606,,,
,,,,,,,,,,,,1435,3605,,,
,,,,,,,,,,,,1436,3605,,,
,,,,,,,,,,,,1437,3604,,,
,,,,,,,,,,,,1438,3604,,,
,,,,,,,,,,,,1439,3604,,,
,,,,,,,,,,,,1440,3603,,,
,,,,,,,,,,,,1441,3603,,,
,,,,,,,,,,,,1442,3602,,,
,,,,,,,,,,,,1443,3602,,,
,,,,,,,,,,,,1444,3602,,,
,,,,,,,,,,,,1445,3601,,,
,,,,,,,,,,,,1446,3601,,,
,,,,,,,,,,,,1447,3600,,,
,,,,,,,,,,,,1448,3600,,,
,,,,,,,,,,,,1449,3600,,,
,,,,,,,,,,,,1450,3599,,,
,,,,,,,,,,,,1451,3599,,,
,,,,,,,,,,,,1452,3598,,,
,,,,,,,,,,,,1453,3598,,,
,,,,,,,,,,,,1454,3598,,,
,,,,,,,,,,,,1455,3597,,,
,,,,,,,,,,,,1456,3597,,,
,,,,,,,,,,,,1457,3596,,,
,,,,,,,,,,,,1458,3596,,,
,,,,,,,,,,,,1459,3596,,,
,,,,,,,,,,,,1460,3595,,,
,,,,,,,,,,,,1461,3595,,,
,,,,,,,,,,,,1462,3594,,,
,,,,,,,,,,,,1463,3594,,,
,,,,,,,,,,,,1464,3594,,,
,,,,,,,,,,,,1465,3593,,,
,,,,,,,,,,,,1466,3593,,,
,,,,,,,,,,,,1467,3592,,,
,,,,,,,,,,,,1468,3592,,,
,,,,,,,,,,,,1469,3592,,,
,,,,,,,,,,,,1470,3591,,,
,,,,,,,,,,,,1471,3591,,,
,,,,,,,,,,,,1472,3590,,,
,,,,,,,,,,,,1473,3590,,,
,,,,,,,,,,,,1474,3590,,,
,,,,,,,,,,,,1475,3589,,,
,,,,,,,,,,,,1476,3589,,,
,,,,,,,,,,,,1477,3588,,,
,,,,,,,,,,,,1478,3588,,,
,,,,,,,,,,,,1479,3588,,,
,,,,,,,,,,,,1480,3587,,,
,,,,,,,,,,,,1481,3587,,,
,,,,,,,,,,,,1482,3586,,,
,,,,,,,,,,,,1483,3586,,,
,,,,,,,,,,,,1484,3586,,,
,,,,,,,,,,,,1485,3585,,,
,,,,,,,,,,,,1486,3585,,,
,,,,,,,,,,,,1487,3584,,,
,,,,,,,,,,,,1488,3584,,,
,,,,,,,,,,,,1489,3584,,,
,,,,,,,,,,,,1490,3583,,,
,,,,,,,,,,,,1491,3583,,,
,,,,,,,,,,,,1492,3582,,,
,,,,,,,,,,,,1493,3582,,,
,,,,,,,,,,,,1494,3582,,,
,,,,,,,,,,,,1495,3581,,,
,,,,,,,,,,,,1496,3581,,,
,,,,,,,,,,,,1497,3580,,,
,,,,,,,,,,,,1498,3580,,,
,,,,,,,,,,,,1499,3580,,,
,,,,,,,,,,,,1500,3579,,,
,,,,,,,,,,,,1501,3579,,,
,,,,,,,,,,,,1502,3578,,,
,,,,,,,,,,,,1503,3578,,,
,,,,,,,,,,,,1504,3578,,,
,,,,,,,,,,,,1505,3577,,,
,,,,,,,,,,,,1506,3577,,,
,,,,,,,,,,,,1507,3576,,,
,,,,,,,,,,,,1508,3576,,,
,,,,,,,,,,,,1509,3576,,,
,,,,,,,,,,,,1510,3575,,,
,,,,,,,,,,,,1511,3575,,,
,,,,,,,,,,,,1512,3574,,,
,,,,,,,,,,,,1513,3574,,,
,,,,,,,,,,,,1514,3574,,,
,,,,,,,,,,,,1515,3573,,,
,,,,,,,,,,,,1516,3573,,,
,,,,,,,,,,,,1517,3572,,,
,,,,,,,,,,,,1518,3572,,,
,,,,,,,,,,,,1519,3572,,,
,,,,,,,,,,,,1520,3571,,,
,,,,,,,,,,,,1521,3571,,,
,,,,,,,,,,,,1522,3570,,,
,,,,,,,,,,,,1523,3570,,,
,,,,,,,,,,,,1524,3570,,,
,,,,,,,,,,,,1525,3569,,,
,,,,,,,,,,,,1526,3569,,,
,,,,,,,,,,,,1527,3568,,,
,,,,,,,,,,,,1528,3568,,,
,,,,,,,,,,,,1529,3568,,,
,,,,,,,,,,,,1530,3567,,,
,,,,,,,,,,,,1531,3567,,,
,,,,,,,,,,,,1532,3566,,,
,,,,,,,,,,,,1533,3566,,,
,,,,,,,,,,,,1534,3566,,,
,,,,,,,,,,,,1535,3565,,,
,,,,,,,,,,,,1536,3565,,,
,,,,,,,,,,,,1537,3564,,,
,,,,,,,,,,,,1538,3564,,,
,,,,,,,,,,,,1539,3564,,,
,,,,,,,,,,,,1540,3563,,,
,,,,,,,,,,,,1541,3563,,,
,,,,,,,,,,,,1542,3562,,,
,,,,,,,,,,,,1543,3562,,,
,,,,,,,,,,,,1544,3562,,,
,,,,,,,,,,,,1545,3561,,,
,,,,,,,,,,,,1546,3561,,,
,,,,,,,,,,,,1547,3560,,,
,,,,,,,,,,,,1548,3560,,,
,,,,,,,,,,,,1549,3560,,,
,,,,,,,,,,,,1550,3559,,,
,,,,,,,,,,,,1551,3559,,,
,,,,,,,,,,,,1552,3558,,,
,,,,,,,,,,,,1553,3558,,,
,,,,,,,,,,,,1554,3558,,,
,,,,,,,,,,,,1555,3557,,,
,,,,,,,,,,,,1556,3557,,,
,,,,,,,,,,,,1557,3556,,,
,,,,,,,,,,,,1558,3556,,,
,,,,,,,,,,,,1559,3556,,,
,,,,,,,,,,,,1560,3555,,,
,,,,,,,,,,,,1561,3555,,,
,,,,,,,,,,,,1562,3554,,,
,,,,,,,,,,,,1563,3554,,,
,,,,,,,,,,,,1564,3554,,,
,,,,,,,,,,,,1565,3553,,,
,,,,,,,,,,,,1566,3553,,,
,,,,,,,,,,,,1567,3552,,,
,,,,,,,,,,,,1568,3552,,,
,,,,,,,,,,,,1569,3552,,,
,,,,,,,,,,,,1570,3551,,,
,,,,,,,,,,,,1571,3551,,,
,,,,,,,,,,,,1572,3550,,,
,,,,,,,,,,,,1573,3550,,,
,,,,,,,,,,,,1574,3550,,,
,,,,,,,,,,,,1575,3549,,,
,,,,,,,,,,,,1576,3549,,,
,,,,,,,,,,,,1577,3548,,,
,,,,,,,,,,,,1578,3548,,,
,,,,,,,,,,,,1579,3548,,,
,,,,,,,,,,,,1580,3547,,,
,,,,,,,,,,,,1581,3547,,,
,,,,,,,,,,,,1582,3546,,,
,,,,,,,,,,,,1583,3546,,,
,,,,,,,,,,,,1584,3546,,,
,,,,,,,,,,,,1585,3545,,,
,,,,,,,,,,,,1586,3545,,,
,,,,,,,,,,,,1587,3544,,,
,,,,,,,,,,,,1588,3544,,,
,,,,,,,,,,,,1589,3544,,,
,,,,,,,,,,,,1590,3543,,,
,,,,,,,,,,,,1591,3543,,,
,,,,,,,,,,,,1592,3542,,,
,,,,,,,,,,,,1593,3542,,,
,,,,,,,,,,,,1594,3542,,,
,,,,,,,,,,,,1595,3541,,,
,,,,,,,,,,,,1596,3541,,,
,,,,,,,,,,,,1597,3540,,,
,,,,,,,,,,,,1598,3540,,,
,,,,,,,,,,,,1599,3540,,,
,,,,,,,,,,,,1600,3539,,,
,,,,,,,,,,,,1601,3539,,,
,,,,,,,,,,,,1602,3538,,,
,,,,,,,,,,,,1603,3538,,,
,,,,,,,,,,,,1604,3538,,,
,,,,,,,,,,,,1605,3537,,,
,,,,,,,,,,,,1606,3537,,,
,,,,,,,,,,,,1607,3536,,,
,,,,,,,,,,,,1608,3536,,,
,,,,,,,,,,,,1609,3536,,,
,,,,,,,,,,,,1610,3535,,,
,,,,,,,,,,,,1611,3535,,,
,,,,,,,,,,,,1612,3534,,,
,,,,,,,,,,,,1613,3534,,,
,,,,,,,,,,,,1614,3534,,,
,,,,,,,,,,,,1615,3533,,,
,,,,,,,,,,,,1616,3533,,,
,,,,,,,,,,,,1617,3532,,,
,,,,,,,,,,,,1618,3532,,,
,,,,,,,,,,,,1619,3532,,,
,,,,,,,,,,,,1620,3531,,,
,,,,,,,,,,,,1621,3531,,,
,,,,,,,,,,,,1622,3530,,,
,,,,,,,,,,,,1623,3530,,,
,,,,,,,,,,,,1624,3530,,,
,,,,,,,,,,,,1625,3529,,,
,,,,,,,,,,,,1626,3529,,,
,,,,,,,,,,,,1627,3528,,,
,,,,,,,,,,,,1628,3528,,,
,,,,,,,,,,,,1629,3528,,,
,,,,,,,,,,,,1630,3527,,,
,,,,,,,,,,,,1631,3527,,,
,,,,,,,,,,,,1632,3526,,,
,,,,,,,,,,,,1633,3526,,,
,,,,,,,,,,,,1634,3526,,,
,,,,,,,,,,,,1635,3525,,,
,,,,,,,,,,,,1636,3525,,,
,,,,,,,,,,,,1637,3524,,,
,,,,,,,,,,,,1638,3524,,,
,,,,,,,,,,,,1639,3524,,,
,,,,,,,,,,,,1640,3523,,,
,,,,,,,,,,,,1641,3523,,,
,,,,,,,,,,,,1642,3522,,,
,,,,,,,,,,,,1643,3522,,,
,,,,,,,,,,,,1644,3522,,,
,,,,,,,,,,,,1645,3521,,,
,,,,,,,,,,,,1646,3521,,,
,,,,,,,,,,,,1647,3520,,,
,,,,,,,,,,,,1648,3520,,,
,,,,,,,,,,,,1649,3520,,,
,,,,,,,,,,,,1650,3519,,,
,,,,,,,,,,,,1651,3519,,,
,,,,,,,,,,,,1652,3518,,,
,,,,,,,,,,,,1653,3518,,,
,,,,,,,,,,,,1654,3518,,,
,,,,,,,,,,,,1655,3517,,,
,,,,,,,,,,,,1656,3517,,,
,,,,,,,,,,,,1657,3516,,,
,,,,,,,,,,,,1658,3516,,,
,,,,,,,,,,,,1659,3516,,,
,,,,,,,,,,,,1660,3515,,,
,,,,,,,,,,,,1661,3515,,,
,,,,,,,,,,,,1662,3514,,,
,,,,,,,,,,,,1663,3514,,,
,,,,,,,,,,,,1664,3514,,,
,,,,,,,,,,,,1665,3513,,,
,,,,,,,,,,,,1666,3513,,,
,,,,,,,,,,,,1667,3512,,,
,,,,,,,,,,,,1668,3512,,,
,,,,,,,,,,,,1669,3512,,,
,,,,,,,,,,,,1670,3511,,,
,,,,,,,,,,,,1671,3511,,,
,,,,,,,,,,,,1672,3510,,,
,,,,,,,,,,,,1673,3510,,,
,,,,,,,,,,,,1674,3510,,,
,,,,,,,,,,,,1675,3509,,,
,,,,,,,,,,,,1676,3509,,,
,,,,,,,,,,,,1677,3508,,,
,,,,,,,,,,,,1678,3508,,,
,,,,,,,,,,,,1679,3508,,,
,,,,,,,,,,,,1680,3507,,,
,,,,,,,,,,,,1681,3507,,,
,,,,,,,,,,,,1682,3506,,,
,,,,,,,,,,,,1683,3506,,,
,,,,,,,,,,,,1684,3506,,,
,,,,,,,,,,,,1685,3505,,,
,,,,,,,,,,,,1686,3505,,,
,,,,,,,,,,,,1687,3504,,,
,,,,,,,,,,,,1688,3504,,,
,,,,,,,,,,,,1689,3504,,,
,,,,,,,,,,,,1690,3503,,,
,,,,,,,,,,,,1691,3503,,,
,,,,,,,,,,,,1692,3502,,,
,,,,,,,,,,,,1693,3502,,,
,,,,,,,,,,,,1694,3502,,,
,,,,,,,,,,,,1695,3501,,,
,,,,,,,,,,,,1696,3501,,,
,,,,,,,,,,,,1697,3500,,,
,,,,,,,,,,,,1698,3500,,,
,,,,,,,,,,,,1699,3500,,,
,,,,,,,,,,,,1700,3499,,,
,,,,,,,,,,,,1701,3499,,,
,,,,,,,,,,,,1702,3498,,,
,,,,,,,,,,,,1703,3498,,,
,,,,,,,,,,,,1704,3498,,,
,,,,,,,,,,,,1705,3497,,,
,,,,,,,,,,,,1706,3497,,,
,,,,,,,,,,,,1707,3496,,,
,,,,,,,,,,,,1708,3496,,,
,,,,,,,,,,,,1709,3496,,,
,,,,,,,,,,,,1710,3495,,,
,,,,,,,,,,,,1711,3495,,,
,,,,,,,,,,,,1712,3494,,,
,,,,,,,,,,,,1713,3494,,,
,,,,,,,,,,,,1714,3494,,,
,,,,,,,,,,,,1715,3493,,,
,,,,,,,,,,,,1716,3493,,,
,,,,,,,,,,,,1717,3492,,,
,,,,,,,,,,,,1718,3492,,,
,,,,,,,,,,,,1719,3492,,,
,,,,,,,,,,,,1720,3491,,,
,,,,,,,,,,,,1721,3491,,,
,,,,,,,,,,,,1722,3490,,,
,,,,,,,,,,,,1723,3490,,,
,,,,,,,,,,,,1724,3490,,,
,,,,,,,,,,,,1725,3489,,,
,,,,,,,,,,,,1726,3489,,,
,,,,,,,,,,,,1727,3488,,,
,,,,,,,,,,,,1728,3488,,,
,,,,,,,,,,,,1729,3488,,,
,,,,,,,,,,,,1730,3487,,,
,,,,,,,,,,,,1731,3487,,,
,,,,,,,,,,,,1732,3486,,,
,,,,,,,,,,,,1733,3486,,,
,,,,,,,,,,,,1734,3486,,,
,,,,,,,,,,,,1735,3485,,,
,,,,,,,,,,,,1736,3485,,,
,,,,,,,,,,,,1737,3484,,,
,,,,,,,,,,,,1738,3484,,,
,,,,,,,,,,,,1739,3484,,,
,,,,,,,,,,,,1740,3483,,,
,,,,,,,,,,,,1741,3483,,,
,,,,,,,,,,,,1742,3482,,,
,,,,,,,,,,,,1743,3482,,,
,,,,,,,,,,,,1744,3482,,,
,,,,,,,,,,,,1745,3481,,,
,,,,,,,,,,,,1746,3481,,,
,,,,,,,,,,,,1747,3480,,,
,,,,,,,,,,,,1748,3480,,,
,,,,,,,,,,,,1749,3480,,,
,,,,,,,,,,,,1750,3479,,,
,,,,,,,,,,,,1751,3479,,,
,,,,,,,,,,,,1752,3478,,,
,,,,,,,,,,,,1753,3478,,,
,,,,,,,,,,,,1754,3478,,,
,,,,,,,,,,,,1755,3477,,,
,,,,,,,,,,,,1756,3477,,,
,,,,,,,,,,,,1757,3476,,,
,,,,,,,,,,,,1758,3476,,,
,,,,,,,,,,,,1759,3476,,,
,,,,,,,,,,,,1760,3475,,,
,,,,,,,,,,,,1761,3475,,,
,,,,,,,,,,,,1762,3474,,,
,,,,,,,,,,,,1763,3474,,,
,,,,,,,,,,,,1764,3474,,,
,,,,,,,,,,,,1765,3473,,,
,,,,,,,,,,,,1766,3473,,,
,,,,,,,,,,,,1767,3472,,,
,,,,,,,,,,,,1768,3472,,,
,,,,,,,,,,,,1769,3472,,,
,,,,,,,,,,,,1770,3471,,,
,,,,,,,,,,,,1771,3471,,,
,,,,,,,,,,,,1772,3470,,,
,,,,,,,,,,,,1773,3470,,,
,,,,,,,,,,,,1774,3470,,,
,,,,,,,,,,,,1775,3469,,,
,,,,,,,,,,,,1776,3469,,,
,,,,,,,,,,,,1777,3468,,,
,,,,,,,,,,,,1778,3468,,,
,,,,,,,,,,,,1779,3468,,,
,,,,,,,,,,,,1780,3467,,,
,,,,,,,,,,,,1781,3467,,,
,,,,,,,,,,,,1782,3466,,,
,,,,,,,,,,,,1783,3466,,,
,,,,,,,,,,,,1784,3466,,,
,,,,,,,,,,,,1785,3465,,,
,,,,,,,,,,,,1786,3465,,,
,,,,,,,,,,,,1787,3464,,,
,,,,,,,,,,,,1788,3464,,,
,,,,,,,,,,,,1789,3464,,,
,,,,,,,,,,,,1790,3463,,,
,,,,,,,,,,,,1791,3463,,,
,,,,,,,,,,,,1792,3462,,,
,,,,,,,,,,,,1793,3462,,,
,,,,,,,,,,,,1794,3462,,,
,,,,,,,,,,,,1795,3461,,,
,,,,,,,,,,,,1796,3461,,,
,,,,,,,,,,,,1797,3460,,,
,,,,,,,,,,,,1798,3460,,,
,,,,,,,,,,,,1799,3460,,,
,,,,,,,,,,,,1800,3459,,,
,,,,,,,,,,,,1801,3459,,,
,,,,,,,,,,,,1802,3458,,,
,,,,,,,,,,,,1803,3458,,,
,,,,,,,,,,,,1804,3458,,,
,,,,,,,,,,,,1805,3457,,,
,,,,,,,,,,,,1806,3457,,,
,,,,,,,,,,,,1807,3456,,,
,,,,,,,,,,,,1808,3456,,,
,,,,,,,,,,,,1809,3456,,,
,,,,,,,,,,,,1810,3455,,,
,,,,,,,,,,,,1811,3455,,,
,,,,,,,,,,,,1812,3454,,,
,,,,,,,,,,,,1813,3454,,,
,,,,,,,,,,,,1814,3454,,,
,,,,,,,,,,,,1815,3453,,,
,,,,,,,,,,,,1816,3453,,,
,,,,,,,,,,,,1817,3452,,,
,,,,,,,,,,,,1818,3452,,,
,,,,,,,,,,,,1819,3452,,,
,,,,,,,,,,,,1820,3451,,,
,,,,,,,,,,,,1821,3451,,,
,,,,,,,,,,,,1822,3450,,,
,,,,,,,,,,,,1823,3450,,,
,,,,,,,,,,,,1824,3450,,,
,,,,,,,,,,,,1825,3449,,,
,,,,,,,,,,,,1826,3449,,,
,,,,,,,,,,,,1827,3448,,,
,,,,,,,,,,,,1828,3448,,,
,,,,,,,,,,,,1829,3448,,,
,,,,,,,,,,,,1830,3447,,,
,,,,,,,,,,,,1831,3447,,,
,,,,,,,,,,,,1832,3446,,,
,,,,,,,,,,,,1833,3446,,,
,,,,,,,,,,,,1834,3446,,,
,,,,,,,,,,,,1835,3445,,,
,,,,,,,,,,,,1836,3445,,,
,,,,,,,,,,,,1837,3444,,,
,,,,,,,,,,,,1838,3444,,,
,,,,,,,,,,,,1839,3444,,,
,,,,,,,,,,,,1840,3443,,,
,,,,,,,,,,,,1841,3443,,,
,,,,,,,,,,,,1842,3442,,,
,,,,,,,,,,,,1843,3442,,,
,,,,,,,,,,,,1844,3442,,,
,,,,,,,,,,,,1845,3441,,,
,,,,,,,,,,,,1846,3441,,,
,,,,,,,,,,,,1847,3440,,,
,,,,,,,,,,,,1848,3440,,,
,,,,,,,,,,,,1849,3440,,,
,,,,,,,,,,,,1850,3439,,,
,,,,,,,,,,,,1851,3439,,,
,,,,,,,,,,,,1852,3438,,,
,,,,,,,,,,,,1853,3438,,,
,,,,,,,,,,,,1854,3438,,,
,,,,,,,,,,,,1855,3437,,,
,,,,,,,,,,,,1856,3437,,,
,,,,,,,,,,,,1857,3436,,,
,,,,,,,,,,,,1858,3436,,,
,,,,,,,,,,,,1859,3436,,,
,,,,,,,,,,,,1860,3435,,,
,,,,,,,,,,,,1861,3435,,,
,,,,,,,,,,,,1862,3434,,,
,,,,,,,,,,,,1863,3434,,,
,,,,,,,,,,,,1864,3434,,,
,,,,,,,,,,,,1865,3433,,,
,,,,,,,,,,,,1866,3433,,,
,,,,,,,,,,,,1867,3432,,,
,,,,,,,,,,,,1868,3432,,,
,,,,,,,,,,,,1869,3432,,,
,,,,,,,,,,,,1870,3431,,,
,,,,,,,,,,,,1871,3431,,,
,,,,,,,,,,,,1872,3430,,,
,,,,,,,,,,,,1873,3430,,,
,,,,,,,,,,,,1874,3430,,,
,,,,,,,,,,,,1875,3429,,,
,,,,,,,,,,,,1876,3429,,,
,,,,,,,,,,,,1877,3428,,,
,,,,,,,,,,,,1878,3428,,,
,,,,,,,,,,,,1879,3428,,,
,,,,,,,,,,,,1880,3427,,,
,,,,,,,,,,,,1881,3427,,,
,,,,,,,,,,,,1882,3426,,,
,,,,,,,,,,,,1883,3426,,,
,,,,,,,,,,,,1884,3426,,,
,,,,,,,,,,,,1885,3425,,,
,,,,,,,,,,,,1886,3425,,,
,,,,,,,,,,,,1887,3424,,,
,,,,,,,,,,,,1888,3424,,,
,,,,,,,,,,,,1889,3424,,,
,,,,,,,,,,,,1890,3423,,,
,,,,,,,,,,,,1891,3423,,,
,,,,,,,,,,,,1892,3422,,,
,,,,,,,,,,,,1893,3422,,,
,,,,,,,,,,,,1894,3422,,,
,,,,,,,,,,,,1895,3421,,,
,,,,,,,,,,,,1896,3421,,,
,,,,,,,,,,,,1897,3420,,,
,,,,,,,,,,,,1898,3420,,,
,,,,,,,,,,,,1899,3420,,,
,,,,,,,,,,,,1900,3419,,,
,,,,,,,,,,,,1901,3419,,,
,,,,,,,,,,,,1902,3418,,,
,,,,,,,,,,,,1903,3418,,,
,,,,,,,,,,,,1904,3418,,,
,,,,,,,,,,,,1905,3417,,,
,,,,,,,,,,,,1906,3417,,,
,,,,,,,,,,,,1907,3416,,,
,,,,,,,,,,,,1908,3416,,,
,,,,,,,,,,,,1909,3416,,,
,,,,,,,,,,,,1910,3415,,,
,,,,,,,,,,,,1911,3415,,,
,,,,,,,,,,,,1912,3414,,,
,,,,,,,,,,,,1913,3414,,,
,,,,,,,,,,,,1914,3414,,,
,,,,,,,,,,,,1915,3413,,,
,,,,,,,,,,,,1916,3413,,,
,,,,,,,,,,,,1917,3412,,,
,,,,,,,,,,,,1918,3412,,,
,,,,,,,,,,,,1919,3412,,,
,,,,,,,,,,,,1920,3411,,,
,,,,,,,,,,,,1921,3411,,,
,,,,,,,,,,,,1922,3410,,,
,,,,,,,,,,,,1923,3410,,,
,,,,,,,,,,,,1924,3410,,,
,,,,,,,,,,,,1925,3409,,,
,,,,,,,,,,,,1926,3409,,,
,,,,,,,,,,,,1927,3408,,,
,,,,,,,,,,,,1928,3408,,,
,,,,,,,,,,,,1929,3408,,,
,,,,,,,,,,,,1930,3407,,,
,,,,,,,,,,,,1931,3407,,,
,,,,,,,,,,,,1932,3406,,,
,,,,,,,,,,,,1933,3406,,,
,,,,,,,,,,,,1934,3406,,,
,,,,,,,,,,,,1935,3405,,,
,,,,,,,,,,,,1936,3405,,,
,,,,,,,,,,,,1937,3404,,,
