排序号,声望奖励,游戏币奖励,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,单次挑战奖励银币
1784,3466,12000,,,,,,,
1785,3465,12000,,,,,,,
1786,3465,12000,,,,,,,
1787,3464,12000,,,,,,,
1788,3464,12000,,,,,,,
1789,3464,12000,,,,,,,
1790,3463,12000,,,,,,,
1791,3463,12000,,,,,,,
1792,3462,12000,,,,,,,
1793,3462,12000,,,,,,,
1794,3462,12000,,,,,,,
1795,3461,12000,,,,,,,
1796,3461,12000,,,,,,,
1797,3460,12000,,,,,,,
1798,3460,12000,,,,,,,
1799,3460,12000,,,,,,,
1800,3459,12000,,,,,,,
1801,3459,12000,,,,,,,
1802,3458,12000,,,,,,,
1803,3458,12000,,,,,,,
1804,3458,12000,,,,,,,
1805,3457,12000,,,,,,,
1806,3457,12000,,,,,,,
1807,3456,12000,,,,,,,
1808,3456,12000,,,,,,,
1809,3456,12000,,,,,,,
1810,3455,12000,,,,,,,
1811,3455,12000,,,,,,,
1812,3454,12000,,,,,,,
1813,3454,12000,,,,,,,
1814,3454,12000,,,,,,,
1815,3453,12000,,,,,,,
1816,3453,12000,,,,,,,
1817,3452,12000,,,,,,,
1818,3452,12000,,,,,,,
1819,3452,12000,,,,,,,
1820,3451,12000,,,,,,,
1821,3451,12000,,,,,,,
1822,3450,12000,,,,,,,
1823,3450,12000,,,,,,,
1824,3450,12000,,,,,,,
1825,3449,12000,,,,,,,
1826,3449,12000,,,,,,,
1827,3448,12000,,,,,,,
1828,3448,12000,,,,,,,
1829,3448,12000,,,,,,,
1830,3447,12000,,,,,,,
1831,3447,12000,,,,,,,
1832,3446,12000,,,,,,,
1833,3446,12000,,,,,,,
1834,3446,12000,,,,,,,
1835,3445,12000,,,,,,,
1836,3445,12000,,,,,,,
1837,3444,12000,,,,,,,
1838,3444,12000,,,,,,,
1839,3444,12000,,,,,,,
1840,3443,12000,,,,,,,
1841,3443,12000,,,,,,,
1842,3442,12000,,,,,,,
1843,3442,12000,,,,,,,
1844,3442,12000,,,,,,,
1845,3441,12000,,,,,,,
1846,3441,12000,,,,,,,
1847,3440,12000,,,,,,,
1848,3440,12000,,,,,,,
1849,3440,12000,,,,,,,
1850,3439,12000,,,,,,,
1851,3439,12000,,,,,,,
1852,3438,12000,,,,,,,
1853,3438,12000,,,,,,,
1854,3438,12000,,,,,,,
1855,3437,12000,,,,,,,
1856,3437,12000,,,,,,,
1857,3436,12000,,,,,,,
1858,3436,12000,,,,,,,
1859,3436,12000,,,,,,,
1860,3435,12000,,,,,,,
1861,3435,12000,,,,,,,
1862,3434,12000,,,,,,,
1863,3434,12000,,,,,,,
1864,3434,12000,,,,,,,
1865,3433,12000,,,,,,,
1866,3433,12000,,,,,,,
1867,3432,12000,,,,,,,
1868,3432,12000,,,,,,,
1869,3432,12000,,,,,,,
1870,3431,12000,,,,,,,
1871,3431,12000,,,,,,,
1872,3430,12000,,,,,,,
1873,3430,12000,,,,,,,
1874,3430,12000,,,,,,,
1875,3429,12000,,,,,,,
1876,3429,12000,,,,,,,
1877,3428,12000,,,,,,,
1878,3428,12000,,,,,,,
1879,3428,12000,,,,,,,
1880,3427,12000,,,,,,,
1881,3427,12000,,,,,,,
1882,3426,12000,,,,,,,
1883,3426,12000,,,,,,,
1884,3426,12000,,,,,,,
1885,3425,12000,,,,,,,
1886,3425,12000,,,,,,,
1887,3424,12000,,,,,,,
1888,3424,12000,,,,,,,
1889,3424,12000,,,,,,,
1890,3423,12000,,,,,,,
1891,3423,12000,,,,,,,
1892,3422,12000,,,,,,,
1893,3422,12000,,,,,,,
1894,3422,12000,,,,,,,
1895,3421,12000,,,,,,,
1896,3421,12000,,,,,,,
1897,3420,12000,,,,,,,
1898,3420,12000,,,,,,,
1899,3420,12000,,,,,,,
1900,3419,12000,,,,,,,
1901,3419,12000,,,,,,,
1902,3418,12000,,,,,,,
1903,3418,12000,,,,,,,
1904,3418,12000,,,,,,,
1905,3417,12000,,,,,,,
1906,3417,12000,,,,,,,
1907,3416,12000,,,,,,,
1908,3416,12000,,,,,,,
1909,3416,12000,,,,,,,
1910,3415,12000,,,,,,,
1911,3415,12000,,,,,,,
1912,3414,12000,,,,,,,
1913,3414,12000,,,,,,,
1914,3414,12000,,,,,,,
1915,3413,12000,,,,,,,
1916,3413,12000,,,,,,,
1917,3412,12000,,,,,,,
1918,3412,12000,,,,,,,
1919,3412,12000,,,,,,,
1920,3411,12000,,,,,,,
1921,3411,12000,,,,,,,
1922,3410,12000,,,,,,,
1923,3410,12000,,,,,,,
1924,3410,12000,,,,,,,
1925,3409,12000,,,,,,,
1926,3409,12000,,,,,,,
1927,3408,12000,,,,,,,
1928,3408,12000,,,,,,,
1929,3408,12000,,,,,,,
1930,3407,12000,,,,,,,
1931,3407,12000,,,,,,,
1932,3406,12000,,,,,,,
1933,3406,12000,,,,,,,
1934,3406,12000,,,,,,,
1935,3405,12000,,,,,,,
1936,3405,12000,,,,,,,
1937,3404,12000,,,,,,,
1938,3404,12000,,,,,,,
1939,3404,12000,,,,,,,
1940,3403,12000,,,,,,,
1941,3403,12000,,,,,,,
1942,3402,12000,,,,,,,
1943,3402,12000,,,,,,,
1944,3402,12000,,,,,,,
1945,3401,12000,,,,,,,
1946,3401,12000,,,,,,,
1947,3400,12000,,,,,,,
1948,3400,12000,,,,,,,
1949,3400,12000,,,,,,,
1950,3399,12000,,,,,,,
1951,3399,12000,,,,,,,
1952,3398,12000,,,,,,,
1953,3398,12000,,,,,,,
1954,3398,12000,,,,,,,
1955,3397,12000,,,,,,,
1956,3397,12000,,,,,,,
1957,3396,12000,,,,,,,
1958,3396,12000,,,,,,,
1959,3396,12000,,,,,,,
1960,3395,12000,,,,,,,
1961,3395,12000,,,,,,,
1962,3394,12000,,,,,,,
1963,3394,12000,,,,,,,
1964,3394,12000,,,,,,,
1965,3393,12000,,,,,,,
1966,3393,12000,,,,,,,
1967,3392,12000,,,,,,,
1968,3392,12000,,,,,,,
1969,3392,12000,,,,,,,
1970,3391,12000,,,,,,,
1971,3391,12000,,,,,,,
1972,3390,12000,,,,,,,
1973,3390,12000,,,,,,,
1974,3390,12000,,,,,,,
1975,3389,12000,,,,,,,
1976,3389,12000,,,,,,,
1977,3388,12000,,,,,,,
1978,3388,12000,,,,,,,
1979,3388,12000,,,,,,,
1980,3387,12000,,,,,,,
1981,3387,12000,,,,,,,
1982,3386,12000,,,,,,,
1983,3386,12000,,,,,,,
1984,3386,12000,,,,,,,
1985,3385,12000,,,,,,,
1986,3385,12000,,,,,,,
1987,3384,12000,,,,,,,
1988,3384,12000,,,,,,,
1989,3384,12000,,,,,,,
1990,3383,12000,,,,,,,
1991,3383,12000,,,,,,,
1992,3382,12000,,,,,,,
1993,3382,12000,,,,,,,
1994,3382,12000,,,,,,,
1995,3381,12000,,,,,,,
1996,3381,12000,,,,,,,
1997,3380,12000,,,,,,,
1998,3380,12000,,,,,,,
1999,3380,12000,,,,,,,
2000,3379,12000,,,,,,,
2001,3379,12000,,,,,,,
2002,3378,12000,,,,,,,
2003,3378,12000,,,,,,,
2004,3378,12000,,,,,,,
2005,3377,12000,,,,,,,
2006,3377,12000,,,,,,,
2007,3376,12000,,,,,,,
2008,3376,12000,,,,,,,
2009,3376,12000,,,,,,,
2010,3375,12000,,,,,,,
2011,3375,12000,,,,,,,
2012,3374,12000,,,,,,,
2013,3374,12000,,,,,,,
2014,3374,12000,,,,,,,
2015,3373,12000,,,,,,,
2016,3373,12000,,,,,,,
2017,3372,12000,,,,,,,
2018,3372,12000,,,,,,,
2019,3372,12000,,,,,,,
2020,3371,12000,,,,,,,
2021,3371,12000,,,,,,,
2022,3370,12000,,,,,,,
2023,3370,12000,,,,,,,
2024,3370,12000,,,,,,,
2025,3369,12000,,,,,,,
2026,3369,12000,,,,,,,
2027,3368,12000,,,,,,,
2028,3368,12000,,,,,,,
2029,3368,12000,,,,,,,
2030,3367,12000,,,,,,,
2031,3367,12000,,,,,,,
2032,3366,12000,,,,,,,
2033,3366,12000,,,,,,,
2034,3366,12000,,,,,,,
2035,3365,12000,,,,,,,
2036,3365,12000,,,,,,,
2037,3364,12000,,,,,,,
2038,3364,12000,,,,,,,
2039,3364,12000,,,,,,,
2040,3363,12000,,,,,,,
2041,3363,12000,,,,,,,
2042,3362,12000,,,,,,,
2043,3362,12000,,,,,,,
2044,3362,12000,,,,,,,
2045,3361,12000,,,,,,,
2046,3361,12000,,,,,,,
2047,3360,12000,,,,,,,
2048,3360,12000,,,,,,,
2049,3360,12000,,,,,,,
2050,3359,12000,,,,,,,
2051,3359,12000,,,,,,,
2052,3358,12000,,,,,,,
2053,3358,12000,,,,,,,
2054,3358,12000,,,,,,,
2055,3357,12000,,,,,,,
2056,3357,12000,,,,,,,
2057,3356,12000,,,,,,,
2058,3356,12000,,,,,,,
2059,3356,12000,,,,,,,
2060,3355,12000,,,,,,,
2061,3355,12000,,,,,,,
2062,3354,12000,,,,,,,
2063,3354,12000,,,,,,,
2064,3354,12000,,,,,,,
2065,3353,12000,,,,,,,
2066,3353,12000,,,,,,,
2067,3352,12000,,,,,,,
2068,3352,12000,,,,,,,
2069,3352,12000,,,,,,,
2070,3351,12000,,,,,,,
2071,3351,12000,,,,,,,
2072,3350,12000,,,,,,,
2073,3350,12000,,,,,,,
2074,3350,12000,,,,,,,
2075,3349,12000,,,,,,,
2076,3349,12000,,,,,,,
2077,3348,12000,,,,,,,
2078,3348,12000,,,,,,,
2079,3348,12000,,,,,,,
2080,3347,12000,,,,,,,
2081,3347,12000,,,,,,,
2082,3346,12000,,,,,,,
2083,3346,12000,,,,,,,
2084,3346,12000,,,,,,,
2085,3345,12000,,,,,,,
2086,3345,12000,,,,,,,
2087,3344,12000,,,,,,,
2088,3344,12000,,,,,,,
2089,3344,12000,,,,,,,
2090,3343,12000,,,,,,,
2091,3343,12000,,,,,,,
2092,3342,12000,,,,,,,
2093,3342,12000,,,,,,,
2094,3342,12000,,,,,,,
2095,3341,12000,,,,,,,
2096,3341,12000,,,,,,,
2097,3340,12000,,,,,,,
2098,3340,12000,,,,,,,
2099,3340,12000,,,,,,,
2100,3339,12000,,,,,,,
2101,3339,12000,,,,,,,
2102,3338,12000,,,,,,,
2103,3338,12000,,,,,,,
2104,3338,12000,,,,,,,
2105,3337,12000,,,,,,,
2106,3337,12000,,,,,,,
2107,3336,12000,,,,,,,
2108,3336,12000,,,,,,,
2109,3336,12000,,,,,,,
2110,3335,12000,,,,,,,
2111,3335,12000,,,,,,,
2112,3334,12000,,,,,,,
2113,3334,12000,,,,,,,
2114,3334,12000,,,,,,,
2115,3333,12000,,,,,,,
2116,3333,12000,,,,,,,
2117,3332,12000,,,,,,,
2118,3332,12000,,,,,,,
2119,3332,12000,,,,,,,
2120,3331,12000,,,,,,,
2121,3331,12000,,,,,,,
2122,3330,12000,,,,,,,
2123,3330,12000,,,,,,,
2124,3330,12000,,,,,,,
2125,3329,12000,,,,,,,
2126,3329,12000,,,,,,,
2127,3328,12000,,,,,,,
2128,3328,12000,,,,,,,
2129,3328,12000,,,,,,,
2130,3327,12000,,,,,,,
2131,3327,12000,,,,,,,
2132,3326,12000,,,,,,,
2133,3326,12000,,,,,,,
2134,3326,12000,,,,,,,
2135,3325,12000,,,,,,,
2136,3325,12000,,,,,,,
2137,3324,12000,,,,,,,
2138,3324,12000,,,,,,,
2139,3324,12000,,,,,,,
2140,3323,12000,,,,,,,
2141,3323,12000,,,,,,,
2142,3322,12000,,,,,,,
2143,3322,12000,,,,,,,
2144,3322,12000,,,,,,,
2145,3321,12000,,,,,,,
2146,3321,12000,,,,,,,
2147,3320,12000,,,,,,,
2148,3320,12000,,,,,,,
2149,3320,12000,,,,,,,
2150,3319,12000,,,,,,,
2151,3319,12000,,,,,,,
2152,3318,12000,,,,,,,
2153,3318,12000,,,,,,,
2154,3318,12000,,,,,,,
2155,3317,12000,,,,,,,
2156,3317,12000,,,,,,,
2157,3316,12000,,,,,,,
2158,3316,12000,,,,,,,
2159,3316,12000,,,,,,,
2160,3315,12000,,,,,,,
2161,3315,12000,,,,,,,
2162,3314,12000,,,,,,,
2163,3314,12000,,,,,,,
2164,3314,12000,,,,,,,
2165,3313,12000,,,,,,,
2166,3313,12000,,,,,,,
2167,3312,12000,,,,,,,
2168,3312,12000,,,,,,,
2169,3312,12000,,,,,,,
2170,3311,12000,,,,,,,
2171,3311,12000,,,,,,,
2172,3310,12000,,,,,,,
2173,3310,12000,,,,,,,
2174,3310,12000,,,,,,,
2175,3309,12000,,,,,,,
2176,3309,12000,,,,,,,
2177,3308,12000,,,,,,,
2178,3308,12000,,,,,,,
2179,3308,12000,,,,,,,
2180,3307,12000,,,,,,,
2181,3307,12000,,,,,,,
2182,3306,12000,,,,,,,
2183,3306,12000,,,,,,,
2184,3306,12000,,,,,,,
2185,3305,12000,,,,,,,
2186,3305,12000,,,,,,,
2187,3304,12000,,,,,,,
2188,3304,12000,,,,,,,
2189,3304,12000,,,,,,,
2190,3303,12000,,,,,,,
2191,3303,12000,,,,,,,
2192,3302,12000,,,,,,,
2193,3302,12000,,,,,,,
2194,3302,12000,,,,,,,
2195,3301,12000,,,,,,,
2196,3301,12000,,,,,,,
2197,3300,12000,,,,,,,
2198,3300,12000,,,,,,,
2199,3300,12000,,,,,,,
2200,3299,12000,,,,,,,
2201,3299,12000,,,,,,,
2202,3298,12000,,,,,,,
2203,3298,12000,,,,,,,
2204,3298,12000,,,,,,,
2205,3297,12000,,,,,,,
2206,3297,12000,,,,,,,
2207,3296,12000,,,,,,,
2208,3296,12000,,,,,,,
2209,3296,12000,,,,,,,
2210,3295,12000,,,,,,,
2211,3295,12000,,,,,,,
2212,3294,12000,,,,,,,
2213,3294,12000,,,,,,,
2214,3294,12000,,,,,,,
2215,3293,12000,,,,,,,
2216,3293,12000,,,,,,,
2217,3292,12000,,,,,,,
2218,3292,12000,,,,,,,
2219,3292,12000,,,,,,,
2220,3291,12000,,,,,,,
2221,3291,12000,,,,,,,
2222,3290,12000,,,,,,,
2223,3290,12000,,,,,,,
2224,3290,12000,,,,,,,
2225,3289,12000,,,,,,,
2226,3289,12000,,,,,,,
2227,3288,12000,,,,,,,
2228,3288,12000,,,,,,,
2229,3288,12000,,,,,,,
2230,3287,12000,,,,,,,
2231,3287,12000,,,,,,,
2232,3286,12000,,,,,,,
2233,3286,12000,,,,,,,
2234,3286,12000,,,,,,,
2235,3285,12000,,,,,,,
2236,3285,12000,,,,,,,
2237,3284,12000,,,,,,,
2238,3284,12000,,,,,,,
2239,3284,12000,,,,,,,
2240,3283,12000,,,,,,,
2241,3283,12000,,,,,,,
2242,3282,12000,,,,,,,
2243,3282,12000,,,,,,,
2244,3282,12000,,,,,,,
2245,3281,12000,,,,,,,
2246,3281,12000,,,,,,,
2247,3280,12000,,,,,,,
2248,3280,12000,,,,,,,
2249,3280,12000,,,,,,,
2250,3279,12000,,,,,,,
2251,3279,12000,,,,,,,
2252,3278,12000,,,,,,,
2253,3278,12000,,,,,,,
2254,3278,12000,,,,,,,
2255,3277,12000,,,,,,,
2256,3277,12000,,,,,,,
2257,3276,12000,,,,,,,
2258,3276,12000,,,,,,,
2259,3276,12000,,,,,,,
2260,3275,12000,,,,,,,
2261,3275,12000,,,,,,,
2262,3274,12000,,,,,,,
2263,3274,12000,,,,,,,
2264,3274,12000,,,,,,,
2265,3273,12000,,,,,,,
2266,3273,12000,,,,,,,
2267,3272,12000,,,,,,,
2268,3272,12000,,,,,,,
2269,3272,12000,,,,,,,
2270,3271,12000,,,,,,,
2271,3271,12000,,,,,,,
2272,3270,12000,,,,,,,
2273,3270,12000,,,,,,,
2274,3270,12000,,,,,,,
2275,3269,12000,,,,,,,
2276,3269,12000,,,,,,,
2277,3268,12000,,,,,,,
2278,3268,12000,,,,,,,
2279,3268,12000,,,,,,,
2280,3267,12000,,,,,,,
2281,3267,12000,,,,,,,
2282,3266,12000,,,,,,,
2283,3266,12000,,,,,,,
2284,3266,12000,,,,,,,
2285,3265,12000,,,,,,,
2286,3265,12000,,,,,,,
2287,3264,12000,,,,,,,
2288,3264,12000,,,,,,,
2289,3264,12000,,,,,,,
2290,3263,12000,,,,,,,
2291,3263,12000,,,,,,,
2292,3262,12000,,,,,,,
2293,3262,12000,,,,,,,
2294,3262,12000,,,,,,,
2295,3261,12000,,,,,,,
2296,3261,12000,,,,,,,
2297,3260,12000,,,,,,,
2298,3260,12000,,,,,,,
2299,3260,12000,,,,,,,
2300,3259,12000,,,,,,,
2301,3259,12000,,,,,,,
2302,3258,12000,,,,,,,
2303,3258,12000,,,,,,,
2304,3258,12000,,,,,,,
2305,3257,12000,,,,,,,
2306,3257,12000,,,,,,,
2307,3256,12000,,,,,,,
2308,3256,12000,,,,,,,
2309,3256,12000,,,,,,,
2310,3255,12000,,,,,,,
2311,3255,12000,,,,,,,
2312,3254,12000,,,,,,,
2313,3254,12000,,,,,,,
2314,3254,12000,,,,,,,
2315,3253,12000,,,,,,,
2316,3253,12000,,,,,,,
2317,3252,12000,,,,,,,
2318,3252,12000,,,,,,,
2319,3252,12000,,,,,,,
2320,3251,12000,,,,,,,
2321,3251,12000,,,,,,,
2322,3250,12000,,,,,,,
2323,3250,12000,,,,,,,
2324,3250,12000,,,,,,,
2325,3249,12000,,,,,,,
2326,3249,12000,,,,,,,
2327,3248,12000,,,,,,,
2328,3248,12000,,,,,,,
2329,3248,12000,,,,,,,
2330,3247,12000,,,,,,,
2331,3247,12000,,,,,,,
2332,3246,12000,,,,,,,
2333,3246,12000,,,,,,,
2334,3246,12000,,,,,,,
2335,3245,12000,,,,,,,
2336,3245,12000,,,,,,,
2337,3244,12000,,,,,,,
2338,3244,12000,,,,,,,
2339,3244,12000,,,,,,,
2340,3243,12000,,,,,,,
2341,3243,12000,,,,,,,
2342,3242,12000,,,,,,,
2343,3242,12000,,,,,,,
2344,3242,12000,,,,,,,
2345,3241,12000,,,,,,,
2346,3241,12000,,,,,,,
2347,3240,12000,,,,,,,
2348,3240,12000,,,,,,,
2349,3240,12000,,,,,,,
2350,3239,12000,,,,,,,
2351,3239,12000,,,,,,,
2352,3238,12000,,,,,,,
2353,3238,12000,,,,,,,
2354,3238,12000,,,,,,,
2355,3237,12000,,,,,,,
2356,3237,12000,,,,,,,
2357,3236,12000,,,,,,,
2358,3236,12000,,,,,,,
2359,3236,12000,,,,,,,
2360,3235,12000,,,,,,,
2361,3235,12000,,,,,,,
2362,3234,12000,,,,,,,
2363,3234,12000,,,,,,,
2364,3234,12000,,,,,,,
2365,3233,12000,,,,,,,
2366,3233,12000,,,,,,,
2367,3232,12000,,,,,,,
2368,3232,12000,,,,,,,
2369,3232,12000,,,,,,,
2370,3231,12000,,,,,,,
2371,3231,12000,,,,,,,
2372,3230,12000,,,,,,,
2373,3230,12000,,,,,,,
2374,3230,12000,,,,,,,
2375,3229,12000,,,,,,,
2376,3229,12000,,,,,,,
2377,3228,12000,,,,,,,
2378,3228,12000,,,,,,,
2379,3228,12000,,,,,,,
2380,3227,12000,,,,,,,
2381,3227,12000,,,,,,,
2382,3226,12000,,,,,,,
2383,3226,12000,,,,,,,
2384,3226,12000,,,,,,,
2385,3225,12000,,,,,,,
2386,3225,12000,,,,,,,
2387,3224,12000,,,,,,,
2388,3224,12000,,,,,,,
2389,3224,12000,,,,,,,
2390,3223,12000,,,,,,,
2391,3223,12000,,,,,,,
2392,3222,12000,,,,,,,
2393,3222,12000,,,,,,,
2394,3222,12000,,,,,,,
2395,3221,12000,,,,,,,
2396,3221,12000,,,,,,,
2397,3220,12000,,,,,,,
2398,3220,12000,,,,,,,
2399,3220,12000,,,,,,,
2400,3219,12000,,,,,,,
2401,3219,12000,,,,,,,
2402,3218,12000,,,,,,,
2403,3218,12000,,,,,,,
2404,3218,12000,,,,,,,
2405,3217,12000,,,,,,,
2406,3217,12000,,,,,,,
2407,3216,12000,,,,,,,
2408,3216,12000,,,,,,,
2409,3216,12000,,,,,,,
2410,3215,12000,,,,,,,
2411,3215,12000,,,,,,,
2412,3214,12000,,,,,,,
2413,3214,12000,,,,,,,
2414,3214,12000,,,,,,,
2415,3213,12000,,,,,,,
2416,3213,12000,,,,,,,
2417,3212,12000,,,,,,,
2418,3212,12000,,,,,,,
2419,3212,12000,,,,,,,
2420,3211,12000,,,,,,,
2421,3211,12000,,,,,,,
2422,3210,12000,,,,,,,
2423,3210,12000,,,,,,,
2424,3210,12000,,,,,,,
2425,3209,12000,,,,,,,
2426,3209,12000,,,,,,,
2427,3208,12000,,,,,,,
2428,3208,12000,,,,,,,
2429,3208,12000,,,,,,,
2430,3207,12000,,,,,,,
2431,3207,12000,,,,,,,
2432,3206,12000,,,,,,,
2433,3206,12000,,,,,,,
2434,3206,12000,,,,,,,
2435,3205,12000,,,,,,,
2436,3205,12000,,,,,,,
2437,3204,12000,,,,,,,
2438,3204,12000,,,,,,,
2439,3204,12000,,,,,,,
2440,3203,12000,,,,,,,
2441,3203,12000,,,,,,,
2442,3202,12000,,,,,,,
2443,3202,12000,,,,,,,
2444,3202,12000,,,,,,,
2445,3201,12000,,,,,,,
2446,3201,12000,,,,,,,
2447,3200,12000,,,,,,,
2448,3200,12000,,,,,,,
2449,3200,12000,,,,,,,
2450,3199,12000,,,,,,,
2451,3199,12000,,,,,,,
2452,3198,12000,,,,,,,
2453,3198,12000,,,,,,,
2454,3198,12000,,,,,,,
2455,3197,12000,,,,,,,
2456,3197,12000,,,,,,,
2457,3196,12000,,,,,,,
2458,3196,12000,,,,,,,
2459,3196,12000,,,,,,,
2460,3195,12000,,,,,,,
2461,3195,12000,,,,,,,
2462,3194,12000,,,,,,,
2463,3194,12000,,,,,,,
2464,3194,12000,,,,,,,
2465,3193,12000,,,,,,,
2466,3193,12000,,,,,,,
2467,3192,12000,,,,,,,
2468,3192,12000,,,,,,,
2469,3192,12000,,,,,,,
2470,3191,12000,,,,,,,
2471,3191,12000,,,,,,,
2472,3190,12000,,,,,,,
2473,3190,12000,,,,,,,
2474,3190,12000,,,,,,,
2475,3189,12000,,,,,,,
2476,3189,12000,,,,,,,
2477,3188,12000,,,,,,,
2478,3188,12000,,,,,,,
2479,3188,12000,,,,,,,
2480,3187,12000,,,,,,,
2481,3187,12000,,,,,,,
2482,3186,12000,,,,,,,
2483,3186,12000,,,,,,,
2484,3186,12000,,,,,,,
2485,3185,12000,,,,,,,
2486,3185,12000,,,,,,,
2487,3184,12000,,,,,,,
2488,3184,12000,,,,,,,
2489,3184,12000,,,,,,,
2490,3183,12000,,,,,,,
2491,3183,12000,,,,,,,
2492,3182,12000,,,,,,,
2493,3182,12000,,,,,,,
2494,3182,12000,,,,,,,
2495,3181,12000,,,,,,,
2496,3181,12000,,,,,,,
2497,3180,12000,,,,,,,
2498,3180,12000,,,,,,,
2499,3180,12000,,,,,,,
2500,3179,12000,,,,,,,
2501,3179,12000,,,,,,,
2502,3178,12000,,,,,,,
2503,3178,12000,,,,,,,
2504,3178,12000,,,,,,,
2505,3177,12000,,,,,,,
2506,3177,12000,,,,,,,
2507,3176,12000,,,,,,,
2508,3176,12000,,,,,,,
2509,3176,12000,,,,,,,
2510,3175,12000,,,,,,,
2511,3175,12000,,,,,,,
2512,3174,12000,,,,,,,
2513,3174,12000,,,,,,,
2514,3174,12000,,,,,,,
2515,3173,12000,,,,,,,
2516,3173,12000,,,,,,,
2517,3172,12000,,,,,,,
2518,3172,12000,,,,,,,
2519,3172,12000,,,,,,,
2520,3171,12000,,,,,,,
2521,3171,12000,,,,,,,
2522,3170,12000,,,,,,,
2523,3170,12000,,,,,,,
2524,3170,12000,,,,,,,
2525,3169,12000,,,,,,,
2526,3169,12000,,,,,,,
2527,3168,12000,,,,,,,
2528,3168,12000,,,,,,,
2529,3168,12000,,,,,,,
2530,3167,12000,,,,,,,
2531,3167,12000,,,,,,,
2532,3166,12000,,,,,,,
2533,3166,12000,,,,,,,
2534,3166,12000,,,,,,,
2535,3165,12000,,,,,,,
2536,3165,12000,,,,,,,
2537,3164,12000,,,,,,,
2538,3164,12000,,,,,,,
2539,3164,12000,,,,,,,
2540,3163,12000,,,,,,,
2541,3163,12000,,,,,,,
2542,3162,12000,,,,,,,
2543,3162,12000,,,,,,,
2544,3162,12000,,,,,,,
2545,3161,12000,,,,,,,
2546,3161,12000,,,,,,,
2547,3160,12000,,,,,,,
2548,3160,12000,,,,,,,
2549,3160,12000,,,,,,,
2550,3159,12000,,,,,,,
2551,3159,12000,,,,,,,
2552,3158,12000,,,,,,,
2553,3158,12000,,,,,,,
2554,3158,12000,,,,,,,
2555,3157,12000,,,,,,,
2556,3157,12000,,,,,,,
2557,3156,12000,,,,,,,
2558,3156,12000,,,,,,,
2559,3156,12000,,,,,,,
2560,3155,12000,,,,,,,
2561,3155,12000,,,,,,,
2562,3154,12000,,,,,,,
2563,3154,12000,,,,,,,
2564,3154,12000,,,,,,,
2565,3153,12000,,,,,,,
2566,3153,12000,,,,,,,
2567,3152,12000,,,,,,,
2568,3152,12000,,,,,,,
2569,3152,12000,,,,,,,
2570,3151,12000,,,,,,,
2571,3151,12000,,,,,,,
2572,3150,12000,,,,,,,
2573,3150,12000,,,,,,,
2574,3150,12000,,,,,,,
2575,3149,12000,,,,,,,
2576,3149,12000,,,,,,,
2577,3148,12000,,,,,,,
2578,3148,12000,,,,,,,
2579,3148,12000,,,,,,,
2580,3147,12000,,,,,,,
2581,3147,12000,,,,,,,
2582,3146,12000,,,,,,,
2583,3146,12000,,,,,,,
2584,3146,12000,,,,,,,
2585,3145,12000,,,,,,,
2586,3145,12000,,,,,,,
2587,3144,12000,,,,,,,
2588,3144,12000,,,,,,,
2589,3144,12000,,,,,,,
2590,3143,12000,,,,,,,
2591,3143,12000,,,,,,,
2592,3142,12000,,,,,,,
2593,3142,12000,,,,,,,
2594,3142,12000,,,,,,,
2595,3141,12000,,,,,,,
2596,3141,12000,,,,,,,
2597,3140,12000,,,,,,,
2598,3140,12000,,,,,,,
2599,3140,12000,,,,,,,
2600,3139,12000,,,,,,,
2601,3139,12000,,,,,,,
2602,3138,12000,,,,,,,
2603,3138,12000,,,,,,,
2604,3138,12000,,,,,,,
2605,3137,12000,,,,,,,
2606,3137,12000,,,,,,,
2607,3136,12000,,,,,,,
2608,3136,12000,,,,,,,
2609,3136,12000,,,,,,,
2610,3135,12000,,,,,,,
2611,3135,12000,,,,,,,
2612,3134,12000,,,,,,,
2613,3134,12000,,,,,,,
2614,3134,12000,,,,,,,
2615,3133,12000,,,,,,,
2616,3133,12000,,,,,,,
2617,3132,12000,,,,,,,
2618,3132,12000,,,,,,,
2619,3132,12000,,,,,,,
2620,3131,12000,,,,,,,
2621,3131,12000,,,,,,,
2622,3130,12000,,,,,,,
2623,3130,12000,,,,,,,
2624,3130,12000,,,,,,,
2625,3129,12000,,,,,,,
2626,3129,12000,,,,,,,
2627,3128,12000,,,,,,,
2628,3128,12000,,,,,,,
2629,3128,12000,,,,,,,
2630,3127,12000,,,,,,,
2631,3127,12000,,,,,,,
2632,3126,12000,,,,,,,
2633,3126,12000,,,,,,,
2634,3126,12000,,,,,,,
2635,3125,12000,,,,,,,
2636,3125,12000,,,,,,,
2637,3124,12000,,,,,,,
2638,3124,12000,,,,,,,
2639,3124,12000,,,,,,,
2640,3123,12000,,,,,,,
2641,3123,12000,,,,,,,
2642,3122,12000,,,,,,,
2643,3122,12000,,,,,,,
2644,3122,12000,,,,,,,
2645,3121,12000,,,,,,,
2646,3121,12000,,,,,,,
2647,3120,12000,,,,,,,
2648,3120,12000,,,,,,,
2649,3120,12000,,,,,,,
2650,3119,12000,,,,,,,
2651,3119,12000,,,,,,,
2652,3118,12000,,,,,,,
